INFO 2026-01-09 15:59:11,495 basehttp "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 200 285314
INFO 2026-01-09 15:59:11,529 basehttp "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 200 9042
INFO 2026-01-09 15:59:11,568 basehttp "GET /static/admin/js/actions.js HTTP/1.1" 200 8067
INFO 2026-01-09 15:59:11,583 basehttp "GET /static/admin/js/urlify.js HTTP/1.1" 200 7887
INFO 2026-01-09 15:59:11,614 basehttp "GET /static/admin/img/search.svg HTTP/1.1" 200 458
INFO 2026-01-09 15:59:11,621 basehttp "GET /static/admin/js/prepopulate.js HTTP/1.1" 200 1531
INFO 2026-01-09 15:59:11,673 basehttp "GET /static/admin/js/filters.js HTTP/1.1" 200 978
INFO 2026-01-09 15:59:11,811 basehttp "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 200 325171
INFO 2026-01-09 15:59:11,869 basehttp "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 200 331
INFO 2026-01-09 15:59:14,619 basehttp "GET /admin/core/userprofile/ HTTP/1.1" 200 15080
INFO 2026-01-09 15:59:14,661 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-09 15:59:14,712 basehttp "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 200 581
INFO 2026-01-09 15:59:17,847 basehttp "GET /admin/simulations/businessprocess/ HTTP/1.1" 200 14933
INFO 2026-01-09 15:59:17,889 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-09 15:59:51,458 basehttp "GET /admin/vendors/vendor/ HTTP/1.1" 200 15568
INFO 2026-01-09 15:59:51,504 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
